"","tmt.obs.id","database.code","tmt.tree.id","tree.id","tmt.plot.id","plot.id","tmt.census.id","census.id","census.date","census.n","species.id","tmt.species.id","species.orig","genus.orig","family.orig","func.type","subplot.id","tree.coord.x","tree.coord.y","azimuth","dist.centre","d","pom","height","agb","ba","n.plot","g.plot","n.ha","tree.status","mode.death","mode.death.other","canopy.position","liana.infe","multistem"
"2148","UKR.1.3031.2","UKR","UKR.1.3031",3031,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,3,797.431888463325,128.28381296837,NA,NA,330.5,130,NA,NA,85745.74625,1,85745.74625,0.1,0,NA,NA,NA,NA,NA
"2149","UKR.1.13158.4","UKR","UKR.1.13158",13158,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,873.215334934118,293.212034018286,NA,NA,63,130,NA,NA,3115.665,1,3115.665,0.1,0,NA,NA,NA,NA,NA
"2150","UKR.1.23009.2","UKR","UKR.1.23009",23009,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,814.470678109107,399.768998777868,NA,NA,397,130,NA,NA,123723.065,1,123723.065,0.1,0,NA,NA,NA,NA,NA
"2151","UKR.1.23009.3","UKR","UKR.1.23009",23009,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,814.470678109107,399.768998777868,NA,NA,410.5,130,NA,NA,132280.54625,1,132280.54625,0.1,0,NA,NA,NA,NA,NA
"2152","UKR.1.13162.4","UKR","UKR.1.13162",13162,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,874.326450333005,294.564485132242,NA,NA,65,130,NA,NA,3316.625,1,3316.625,0.1,0,NA,NA,NA,NA,NA
"2153","UKR.1.23010.1","UKR","UKR.1.23010",23010,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,811.871675439551,401.631223372474,NA,NA,103,130,18,NA,8328.065,1,8328.065,0.1,0,NA,NA,NA,NA,NA
"2154","UKR.1.23010.2","UKR","UKR.1.23010",23010,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,811.871675439551,401.631223372474,NA,NA,113.5,130,13.5,NA,10112.56625,1,10112.56625,0.1,0,NA,NA,NA,NA,NA
"2155","UKR.1.23010.3","UKR","UKR.1.23010",23010,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,811.871675439551,401.631223372474,NA,NA,119,130,14.7,NA,11116.385,1,11116.385,0.1,0,NA,NA,NA,NA,NA
"2156","UKR.1.23010.4","UKR","UKR.1.23010",23010,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,811.871675439551,401.631223372474,NA,NA,134.5,130,15.8,NA,14200.84625,1,14200.84625,0.1,0,NA,NA,NA,NA,NA
"2157","UKR.1.23011.1","UKR","UKR.1.23011",23011,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.211246041265,404.451096109451,NA,NA,112.5,130,NA,NA,9935.15625,1,9935.15625,0.1,0,NA,NA,NA,NA,NA
"2158","UKR.1.23011.2","UKR","UKR.1.23011",23011,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.211246041265,404.451096109451,NA,NA,119.5,130,NA,NA,11209.99625,1,11209.99625,0.1,0,NA,NA,NA,NA,NA
"2159","UKR.1.23011.3","UKR","UKR.1.23011",23011,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.211246041265,404.451096109451,NA,NA,139.5,130,NA,NA,15276.29625,1,15276.29625,0.1,0,NA,NA,NA,NA,NA
"2160","UKR.1.23011.4","UKR","UKR.1.23011",23011,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.211246041265,404.451096109451,NA,NA,152,130,NA,NA,18136.64,1,18136.64,0.1,0,NA,NA,NA,NA,NA
"2161","UKR.1.23012.1","UKR","UKR.1.23012",23012,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.477803178464,405.278838231104,NA,NA,87,130,NA,NA,5941.665,1,5941.665,0.1,0,NA,NA,NA,NA,NA
"2162","UKR.1.23012.2","UKR","UKR.1.23012",23012,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.477803178464,405.278838231104,NA,NA,90.5,130,NA,NA,6429.34625,1,6429.34625,0.1,0,NA,NA,NA,NA,NA
"2163","UKR.1.23012.3","UKR","UKR.1.23012",23012,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.477803178464,405.278838231104,NA,NA,101,130,NA,NA,8007.785,1,8007.785,0.1,0,NA,NA,NA,NA,NA
"2164","UKR.1.23012.4","UKR","UKR.1.23012",23012,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.477803178464,405.278838231104,NA,NA,100.5,130,NA,NA,7928.69625,1,7928.69625,0.1,0,NA,NA,NA,NA,NA
"2165","UKR.1.13178.4","UKR","UKR.1.13178",13178,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,892.059298601765,285.90062573883,NA,NA,62.5,130,NA,NA,3066.40625,1,3066.40625,0.1,0,NA,NA,NA,NA,NA
"2166","UKR.1.13179.4","UKR","UKR.1.13179",13179,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,893.855091045591,283.996644446365,NA,NA,81,130,NA,NA,5150.385,1,5150.385,0.1,0,NA,NA,NA,NA,NA
"2167","UKR.1.23013.3","UKR","UKR.1.23013",23013,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,813.440211320202,402.308103040589,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA
"2168","UKR.1.23013.4","UKR","UKR.1.23013",23013,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,813.440211320202,402.308103040589,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA
"2169","UKR.1.3036.3","UKR","UKR.1.3036",3036,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,3,796.686009309397,123.542546067472,NA,NA,127,130,NA,NA,12661.265,1,12661.265,0.1,0,NA,NA,NA,NA,NA
"2170","UKR.1.13183.4","UKR","UKR.1.13183",13183,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,909.823443144757,273.080865282641,NA,NA,65.5,130,NA,NA,3367.84625,1,3367.84625,0.1,0,NA,NA,NA,NA,NA
"2171","UKR.1.3037.1","UKR","UKR.1.3037",3037,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,3,796.078009922414,123.62814384129,NA,NA,78.5,130,NA,NA,4837.36625,1,4837.36625,0.1,0,NA,NA,NA,NA,NA
"2172","UKR.1.3037.2","UKR","UKR.1.3037",3037,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,3,796.078009922414,123.62814384129,NA,NA,80,130,NA,NA,5024,1,5024,0.1,0,NA,NA,NA,NA,NA
"2173","UKR.1.23015.1","UKR","UKR.1.23015",23015,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.782028078117,406.835073979992,NA,NA,111,130,NA,NA,9671.985,1,9671.985,0.1,0,NA,NA,NA,NA,NA
"2174","UKR.1.23015.2","UKR","UKR.1.23015",23015,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.782028078117,406.835073979992,NA,NA,0,NA,NA,0,0,0,0,0,1,"1s",NA,NA,NA,NA
"2175","UKR.1.23015.3","UKR","UKR.1.23015",23015,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.782028078117,406.835073979992,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA
"2176","UKR.1.23015.4","UKR","UKR.1.23015",23015,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,812.782028078117,406.835073979992,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA
"2177","UKR.1.23016.1","UKR","UKR.1.23016",23016,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,819.389789720688,408.68104891434,NA,NA,140,130,NA,NA,15386,1,15386,0.1,0,NA,NA,NA,NA,NA
"2178","UKR.1.23016.2","UKR","UKR.1.23016",23016,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,819.389789720688,408.68104891434,NA,NA,147,130,NA,NA,16963.065,1,16963.065,0.1,0,NA,NA,NA,NA,NA
"2179","UKR.1.23016.3","UKR","UKR.1.23016",23016,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,819.389789720688,408.68104891434,NA,NA,173,130,NA,NA,23494.265,1,23494.265,0.1,0,NA,NA,NA,NA,NA
"2180","UKR.1.23016.4","UKR","UKR.1.23016",23016,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,819.389789720688,408.68104891434,NA,NA,0,NA,NA,0,0,0,0,0,1,"1s",NA,NA,NA,NA
"2181","UKR.1.13196.4","UKR","UKR.1.13196",13196,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,919.417259205761,288.382829474663,NA,NA,130,130,NA,NA,13266.5,1,13266.5,0.1,0,NA,NA,NA,NA,NA
"2182","UKR.1.13197.4","UKR","UKR.1.13197",13197,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,908.370429496501,299.502025829153,NA,NA,85.5,130,NA,NA,5738.54625,1,5738.54625,0.1,0,NA,NA,NA,NA,NA
"2183","UKR.1.13198.4","UKR","UKR.1.13198",13198,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,909.310617952299,298.301550425933,NA,NA,63,130,NA,NA,3115.665,1,3115.665,0.1,0,NA,NA,NA,NA,NA
"2184","UKR.1.13200.4","UKR","UKR.1.13200",13200,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,908.454259669149,296.563656502128,NA,NA,70.5,130,NA,NA,3901.64625,1,3901.64625,0.1,0,NA,NA,NA,NA,NA
"2185","UKR.1.13201.4","UKR","UKR.1.13201",13201,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,908.661918095415,296.556380442187,NA,NA,109,130,NA,NA,9326.585,1,9326.585,0.1,0,NA,NA,NA,NA,NA
"2186","UKR.1.23018.3","UKR","UKR.1.23018",23018,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,806.227971223301,407.368305593691,NA,NA,197.5,130,NA,NA,30619.90625,1,30619.90625,0.1,0,NA,NA,NA,NA,NA
"2187","UKR.1.13203.4","UKR","UKR.1.13203",13203,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,900.077870350754,302.6373545697,NA,NA,82.5,130,NA,NA,5342.90625,1,5342.90625,0.1,0,NA,NA,NA,NA,NA
"2188","UKR.1.23019.1","UKR","UKR.1.23019",23019,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,806.711136131375,402.840823973067,NA,NA,162,130,NA,NA,20601.54,1,20601.54,0.1,0,NA,NA,NA,NA,NA
"2189","UKR.1.23019.2","UKR","UKR.1.23019",23019,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,806.711136131375,402.840823973067,NA,NA,170,130,NA,NA,22686.5,1,22686.5,0.1,0,NA,NA,NA,NA,NA
"2190","UKR.1.23019.3","UKR","UKR.1.23019",23019,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,806.711136131375,402.840823973067,NA,NA,190,130,NA,NA,28338.5,1,28338.5,0.1,0,NA,NA,NA,NA,NA
"2191","UKR.1.13211.4","UKR","UKR.1.13211",13211,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,894.793812795313,290.434743808594,NA,NA,90,130,NA,NA,6358.5,1,6358.5,0.1,0,NA,NA,NA,NA,NA
"2192","UKR.1.13212.4","UKR","UKR.1.13212",13212,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,893.231455135225,291.112550030821,NA,NA,111.5,130,NA,NA,9759.31625,1,9759.31625,0.1,0,NA,NA,NA,NA,NA
"2193","UKR.1.13213.4","UKR","UKR.1.13213",13213,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,898.04109786791,299.710861068193,NA,NA,67.5,130,NA,NA,3576.65625,1,3576.65625,0.1,0,NA,NA,NA,NA,NA
"2194","UKR.1.23020.3","UKR","UKR.1.23020",23020,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,802.403548759182,405.539093118829,NA,NA,721,130,NA,NA,408075.185,1,408075.185,0.1,0,NA,NA,NA,NA,NA
"2195","UKR.1.23020.4","UKR","UKR.1.23020",23020,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,802.403548759182,405.539093118829,NA,NA,743.5,130,45.6,NA,433941.91625,1,433941.91625,0.1,0,NA,NA,NA,NA,NA
"2196","UKR.1.23021.1","UKR","UKR.1.23021",23021,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,799.686177854915,406.343035236596,NA,NA,107,130,NA,NA,8987.465,1,8987.465,0.1,0,NA,NA,NA,NA,NA
"2197","UKR.1.23021.2","UKR","UKR.1.23021",23021,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,799.686177854915,406.343035236596,NA,NA,109,130,NA,NA,9326.585,1,9326.585,0.1,0,NA,NA,NA,NA,NA
"2198","UKR.1.23021.3","UKR","UKR.1.23021",23021,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,799.686177854915,406.343035236596,NA,NA,128.5,130,NA,NA,12962.11625,1,12962.11625,0.1,0,NA,NA,NA,NA,NA
"2199","UKR.1.23021.4","UKR","UKR.1.23021",23021,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,799.686177854915,406.343035236596,NA,NA,144,130,NA,NA,16277.76,1,16277.76,0.1,0,NA,NA,NA,NA,NA
"2200","UKR.1.23022.1","UKR","UKR.1.23022",23022,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,795.931295724351,402.520400709923,NA,NA,147,130,NA,NA,16963.065,1,16963.065,0.1,0,NA,NA,NA,NA,NA
"2201","UKR.1.23022.2","UKR","UKR.1.23022",23022,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,795.931295724351,402.520400709923,NA,NA,159.5,130,NA,NA,19970.59625,1,19970.59625,0.1,0,NA,NA,NA,NA,NA
"2202","UKR.1.23022.3","UKR","UKR.1.23022",23022,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,795.931295724351,402.520400709923,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA
"2203","UKR.1.23022.4","UKR","UKR.1.23022",23022,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,795.931295724351,402.520400709923,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA
"2204","UKR.1.23023.1","UKR","UKR.1.23023",23023,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,792.996418926051,406.874127961066,NA,NA,79,130,NA,NA,4899.185,1,4899.185,0.1,0,NA,NA,NA,NA,NA
"2205","UKR.1.23023.2","UKR","UKR.1.23023",23023,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,792.996418926051,406.874127961066,NA,NA,82.5,130,NA,NA,5342.90625,1,5342.90625,0.1,0,NA,NA,NA,NA,NA
"2206","UKR.1.23023.3","UKR","UKR.1.23023",23023,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,792.996418926051,406.874127961066,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA
"2207","UKR.1.13229.4","UKR","UKR.1.13229",13229,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,877.878024861567,304.89131315605,NA,NA,62.5,130,NA,NA,3066.40625,1,3066.40625,0.1,0,NA,NA,NA,NA,NA
"2208","UKR.1.23024.1","UKR","UKR.1.23024",23024,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,793.010882261544,408.781967521089,NA,NA,67,130,11,NA,3523.865,1,3523.865,0.1,0,NA,NA,NA,NA,NA
"2209","UKR.1.13231.4","UKR","UKR.1.13231",13231,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,882.636027588495,303.095537586656,NA,NA,63.5,130,NA,NA,3165.31625,1,3165.31625,0.1,0,NA,NA,NA,NA,NA
"2210","UKR.1.23024.3","UKR","UKR.1.23024",23024,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,793.010882261544,408.781967521089,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA
"2211","UKR.1.23024.4","UKR","UKR.1.23024",23024,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,793.010882261544,408.781967521089,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA
"2212","UKR.1.23025.1","UKR","UKR.1.23025",23025,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,791.379250129556,408.905539517088,NA,NA,94.5,130,NA,NA,7010.24625,1,7010.24625,0.1,0,NA,NA,NA,NA,NA
"2213","UKR.1.13235.4","UKR","UKR.1.13235",13235,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,886.026915055478,271.085276921838,NA,NA,114,130,NA,NA,10201.86,1,10201.86,0.1,0,NA,NA,NA,NA,NA
"2214","UKR.1.13236.4","UKR","UKR.1.13236",13236,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,887.706806429819,269.914325255772,NA,NA,134,130,NA,NA,14095.46,1,14095.46,0.1,0,NA,NA,NA,NA,NA
"2215","UKR.1.13237.4","UKR","UKR.1.13237",13237,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,893.170138869313,267.68680926247,NA,NA,79.5,130,NA,NA,4961.39625,1,4961.39625,0.1,0,NA,NA,NA,NA,NA
"2216","UKR.1.23026.1","UKR","UKR.1.23026",23026,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,23,782.627281418228,409.309552104449,NA,NA,67,130,NA,NA,3523.865,1,3523.865,0.1,0,NA,NA,NA,NA,NA
"2217","UKR.1.13239.4","UKR","UKR.1.13239",13239,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,13,915.554500756835,267.304881136369,NA,NA,224,130,NA,NA,39388.16,1,39388.16,0.1,0,NA,NA,NA,NA,NA
"2218","UKR.1.14001.1","UKR","UKR.1.14001",14001,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,864.10446135247,260.400168693938,NA,NA,0,NA,NA,0,0,0,0,0,1,"1s",NA,NA,NA,NA
"2219","UKR.1.14001.2","UKR","UKR.1.14001",14001,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,864.10446135247,260.400168693938,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA
"2220","UKR.1.14001.3","UKR","UKR.1.14001",14001,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,864.10446135247,260.400168693938,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA
"2221","UKR.1.14002.1","UKR","UKR.1.14002",14002,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,853.553546199793,260.635955614396,NA,NA,103,130,NA,NA,8328.065,1,8328.065,0.1,0,NA,NA,NA,NA,NA
"2222","UKR.1.14002.2","UKR","UKR.1.14002",14002,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,853.553546199793,260.635955614396,NA,NA,129,130,NA,NA,13063.185,1,13063.185,0.1,0,NA,NA,NA,NA,NA
"2223","UKR.1.14002.3","UKR","UKR.1.14002",14002,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,853.553546199793,260.635955614396,NA,NA,139.5,130,NA,NA,15276.29625,1,15276.29625,0.1,0,NA,NA,NA,NA,NA
"2224","UKR.1.14002.4","UKR","UKR.1.14002",14002,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,853.553546199793,260.635955614396,NA,NA,172.5,130,NA,NA,23358.65625,1,23358.65625,0.1,0,NA,NA,NA,NA,NA
"2225","UKR.1.14003.1","UKR","UKR.1.14003",14003,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,848.792348635639,263.297216491807,NA,NA,87,130,NA,NA,5941.665,1,5941.665,0.1,0,NA,NA,NA,NA,NA
"2226","UKR.1.14003.2","UKR","UKR.1.14003",14003,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,848.792348635639,263.297216491807,NA,NA,95,130,NA,NA,7084.625,1,7084.625,0.1,0,NA,NA,NA,NA,NA
"2227","UKR.1.14003.3","UKR","UKR.1.14003",14003,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,848.792348635639,263.297216491807,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA
"2228","UKR.1.14003.4","UKR","UKR.1.14003",14003,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,848.792348635639,263.297216491807,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA
"2229","UKR.1.14004.1","UKR","UKR.1.14004",14004,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,847.996634721463,265.806916552727,NA,NA,881,130,NA,NA,609286.385,1,609286.385,0.1,0,NA,NA,NA,NA,NA
"2230","UKR.1.14004.2","UKR","UKR.1.14004",14004,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,847.996634721463,265.806916552727,NA,NA,882,130,NA,NA,610670.34,1,610670.34,0.1,0,NA,NA,NA,NA,NA
"2231","UKR.1.14004.3","UKR","UKR.1.14004",14004,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,847.996634721463,265.806916552727,NA,NA,891,130,NA,NA,623196.585,1,623196.585,0.1,0,NA,NA,NA,NA,NA
"2232","UKR.1.14004.4","UKR","UKR.1.14004",14004,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,847.996634721463,265.806916552727,NA,NA,922,130,NA,NA,667315.94,1,667315.94,0.1,0,NA,NA,NA,NA,NA
"2233","UKR.1.14005.1","UKR","UKR.1.14005",14005,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,839.501421311338,262.976533985229,NA,NA,72,130,NA,NA,4069.44,1,4069.44,0.1,0,NA,NA,NA,NA,NA
"2234","UKR.1.14005.2","UKR","UKR.1.14005",14005,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,839.501421311338,262.976533985229,NA,NA,75,130,NA,NA,4415.625,1,4415.625,0.1,0,NA,NA,NA,NA,NA
"2235","UKR.1.14005.3","UKR","UKR.1.14005",14005,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1","Fagus sylvatica","Fagus","Fagaceae",NA,14,839.501421311338,262.976533985229,NA,NA,86.5,130,NA,NA,5873.56625,1,5873.56625,0.1,0,NA,NA,NA,NA,NA
