PlotId,TreeId,x,y,z,dbh,H,V_t,V_s,H_c,V_c,A_c,V_b,CCI_at_BH,Crown_mean_x,Crown_mean_y,Crown_top_x,Crown_top_y,Crown_top_z,mean_understory_height_in_5m_radius
CP2,1,4.936152439713202,-0.4273901323826635,-0.0873580817682912,0.103,6.1414835,0.1479981226986351,0.0242788559400762,3.2699999799999997,20.97289714562119,40.571906866447534,0.1237192667585589,0.775,4.874951476746689,-0.271972858345701,5.67975,0.8427499999999983,6.138999999999999,1.79
CP2,2,-0.6650627144997201,-1.2575207837553704,-0.3008367552795254,0.142,7.5188855,0.4817281890679893,0.0534168159389677,4.316999920000001,3.453739064210562,15.680202943191148,0.4283113731290216,0.7875,0.0182225633265964,-0.4776522550113842,-0.3492499999999996,-0.8672500000000016,7.231,2.11
CP2,3,6.777053277176746,10.994881650093827,0.1369562488897439,0.053,7.124713,0.0277517811387003,0.0071515002629721,4.12900019,14.679367431443046,33.212371903032405,0.0206002808757282,0.925,7.287585407741177,10.888575952663128,6.7947500000000005,10.642749999999998,7.26,1.96
CP2,4,5.092670635731372,11.758759158172111,0.0978186245699846,0.165,8.0392185,1.0198802982523587,0.0758309057291987,5.16899991,31.9553565931965,57.51842578519877,0.94404939252316,0.9125,4.815681134734731,11.685730404570425,5.18675,13.666749999999997,8.172,1.84
CP2,5,15.44560197900232,14.777838652816833,0.4021683772709821,0.128,7.241624,1.3827008962592948,0.04221388616744,4.29499984,83.52142756850259,102.94808420853884,1.340487010091855,0.5625,14.780054211011056,14.836266583244573,15.07375,13.97675,7.612999999999999,1.91
CP2,6,-1.2015615126818475,43.8842080994524,0.35777501579709,0.09,5.7198625000000005,0.484927212959674,0.0176428927634921,2.9199998400000005,30.087032442144938,52.588094510413114,0.4672843201961819,0.55,0.0754834106420127,43.38617818127637,1.240750000000001,44.588750000000005,6.272,1.44
CP2,7,5.881864799008952,46.380339979446525,0.5900474953635744,0.088,8.540545,0.0669269627718185,0.0225860563936392,5.55599975,12.201735282732468,34.434649220285934,0.04434090637817931,0.7,6.548574292824933,46.95329725164426,7.1697500000000005,46.83675,9.148,1.78
CP2,8,5.6923542365532125,46.418924579249136,0.5874148221085379,0.06,8.8128875,0.0381746465188888,0.010756393057874,5.8139996499999995,1.3814113704792663,11.703829043514657,0.0274182534610148,0.6125,5.492604471866846,46.37120032285296,5.418750000000001,46.438750000000006,9.398,1.79
CP2,9,20.62588130353918,9.464834158329545,0.4838270476809694,0.118,8.3834315,0.1083300116822014,0.0400378443680343,5.462000140000001,15.368112902487592,38.83430962660661,0.0682921673141671,0.975,20.5104702965993,9.27926543791636,21.26375,9.690749999999998,8.927,1.86
CP2,10,19.414596819252992,26.703302164587623,0.6906723631214775,0.207,8.2287665,0.3889726833608903,0.121475391303269,5.412000409999999,34.2023690760799,57.70001302751033,0.2674972920576213,1.0,19.13331281410215,26.5826721961711,20.22075,27.24275,9.008,1.72
