PlotId,TreeId,x,y,z,dbh,H,V_t,V_s,H_c,V_c,A_c,V_b,CCI_at_BH,Crown_mean_x,Crown_mean_y,Crown_top_x,Crown_top_y,Crown_top_z,mean_understory_height_in_5m_radius
CP1,1,4.211624559120745,52.27444020128728,-0.3427966418654357,0.167,5.8437035,0.2466642352497575,0.0616502076364276,2.91999984,10.280638445316994,27.65913963065718,0.1850140276133299,0.5625,4.330680119822134,51.87792573683928,4.58975,51.40025,5.51225,1.99
CP1,2,-0.801022905171761,42.32807063723401,-0.3471646499348618,0.098,10.559849,0.1440475707002487,0.0330880889142477,7.5680003199999994,37.836322171943,70.85568735060075,0.11095948178600101,0.6375,-0.1134066834740784,42.22242599501463,-0.7622499999999994,43.16225,10.19025,1.8
CP1,3,-0.8397697367198116,25.10856228559851,-0.33911953160735,0.138,10.0428385,0.3696593454096583,0.0630334952522179,6.84799958,10.35496473068309,33.91821951311355,0.30662585015744037,0.85,-0.4092779667967755,25.50376670182844,-0.5252499999999996,26.58925,9.70225,2.08
CP1,4,5.998839450383403,47.37351826495694,-0.2717500000000005,0.136,6.7872145,0.4610444161050155,0.04545515940289,3.79599976,16.748009391943384,37.18773841371149,0.4155892567021255,0.75,5.7250368935274905,46.54769329569003,5.1537500000000005,47.03425,6.513249999999999,1.71
CP1,5,10.562988824287816,47.63730219569864,-0.1180118722140521,0.125,7.2812865,0.3111842910383168,0.04042054306825,4.23000025,13.296755178020131,31.680392647203337,0.2707637479700668,0.8625,10.708988686170244,48.2960738273072,10.10975,47.66225,7.154249999999999,1.25
CP1,6,8.698006707697079,32.28459653530675,-0.0815705285884653,0.086,5.570952500000001,0.066762956147434,0.0158211560790969,2.57099986,14.91715384821685,32.023300862913196,0.050941800068337095,0.5125,8.901253628062342,32.2702690504295,7.268750000000001,32.47625,5.44625,1.93
CP1,7,0.3049882924561624,32.610485381655195,-0.3503131464408084,0.082,10.703751,0.0752120167345842,0.0234191128432701,7.71200037,43.84293480636466,72.71903594679785,0.05179290389131411,0.6875,0.3559540303870103,32.49848400994683,-0.2292499999999995,33.98425,10.34325,1.89
CP1,8,4.1545044961594,38.247633418506375,-0.2380874079702428,0.089,5.633214000000001,0.1003578504781705,0.0170733224981543,2.64299989,10.776523413603122,26.888787875292145,0.0832845279800162,0.5375,4.280382932182775,38.00485258575694,3.80475,36.78225,5.38225,1.89
CP1,9,2.7147693581710146,46.66743319606108,-0.3861243456208245,0.127,7.7568805,0.2801784151008993,0.0437325734122419,4.692999840000001,13.31866452822152,33.04942147693128,0.2364458416886574,0.75,3.353264267904056,46.6512748992949,2.87875,46.40925,7.375249999999999,1.91
CP1,10,5.801786712995113,47.48514183255935,-0.272116710239129,0.128,7.823198,0.2752533841241518,0.0447084438373878,4.83399988,14.689391004639537,35.27277520495066,0.23054494028676398,0.6625,5.633887836122686,48.02372426717484,4.981750000000001,48.41525,7.52625,1.78
